inst,pin,x,y,dist_left,dist_right,dist_bottom,dist_top
_10933_,A2,743.1563,51.920837,743.1563110351562,128.84368896484375,51.92083740234375,815.2666625976562
_10932_,Y,736.54175,58.968754,736.541748046875,135.458251953125,58.968753814697266,808.2187461853027
_10935_,A2,739.56256,44.468754,739.5625610351562,132.43743896484375,44.468753814697266,822.7187461853027
_10933_,X,739.5834,52.031254,739.5833740234375,132.4166259765625,52.031253814697266,815.1562461853027
_10935_,B1,742.51465,44.47917,742.5146484375,129.4853515625,44.47917175292969,822.7083282470703
_10934_,Y,758.9584,65.90626,758.9583740234375,113.0416259765625,65.90625762939453,801.2812423706055
_10940_,A3,708.41675,128.3021,708.416748046875,163.583251953125,128.30209350585938,738.8854064941406
_10938_,B,713.56256,127.71876,713.5625610351562,158.43743896484375,127.71875762939453,739.4687423706055
_10936_,Y,713.4417,114.46876,713.4417114257812,158.55828857421875,114.46875762939453,752.7187423706055
_10970_,B1,718.00006,79.57292,718.0000610351562,153.99993896484375,79.57292175292969,787.6145782470703
_10939_,A,718.43756,127.71876,718.4375610351562,153.56243896484375,127.71875762939453,739.4687423706055
_10937_,Y,720.9584,72.84375,720.9583740234375,151.0416259765625,72.84375,794.34375
_10939_,B,716.56256,127.71876,716.5625610351562,155.43743896484375,127.71875762939453,739.4687423706055
_10938_,Y,714.9626,128.34377,714.9625854492188,157.03741455078125,128.34376525878906,738.8437347412109
_10940_,B1,710.56256,125.80626,710.5625610351562,161.43743896484375,125.80625915527344,741.3812408447266
_10939_,Y,717.9626,128.34377,717.9625854492188,154.03741455078125,128.34376525878906,738.8437347412109
_10982_,A2,636.37506,127.33334,636.3750610351562,235.62493896484375,127.33334350585938,739.8541564941406
_10981_,A2,634.56256,120.78126,634.5625610351562,237.43743896484375,120.78125762939453,746.4062423706055
_10944_,A2,659.00006,120.78126,659.0000610351562,212.99993896484375,120.78125762939453,746.4062423706055
_10943_,A2,654.1917,128.21877,654.1917114257812,217.80828857421875,128.21876525878906,738.9687347412109
_10940_,X,706.55634,128.47917,706.5563354492188,165.44366455078125,128.4791717529297,738.7083282470703
_10942_,B1,699.7751,121.30209,699.7750854492188,172.22491455078125,121.30209350585938,745.8854064941406
_10941_,Y,694.84796,114.46876,694.8479614257812,177.15203857421875,114.46875762939453,752.7187423706055
_10985_,B,647.3959,128.08334,647.3958740234375,224.6041259765625,128.08334350585938,739.1041564941406
_10944_,B1,656.43756,121.19792,656.4375610351562,215.56243896484375,121.19792175292969,745.9895782470703
_10943_,B1,651.56256,128.21877,651.5625610351562,220.43743896484375,128.21876525878906,738.9687347412109
_10942_,X,697.5834,121.40626,697.5833740234375,174.4166259765625,121.40625762939453,745.7812423706055
_10945_,A2,656.56256,127.71876,656.5625610351562,215.43743896484375,127.71875762939453,739.4687423706055
_10943_,X,649.56256,128.34377,649.5625610351562,222.43743896484375,128.34376525878906,738.8437347412109
_10945_,B1,659.51465,127.72917,659.5146484375,212.4853515625,127.72917175292969,739.4583282470703
_10944_,Y,654.81256,121.40626,654.8125610351562,217.18743896484375,121.40625762939453,745.7812423706055
_10950_,B1,664.56256,128.13542,664.5625610351562,207.43743896484375,128.1354217529297,739.0520782470703
_10945_,Y,658.84796,128.34377,658.8479614257812,213.15203857421875,128.34376525878906,738.8437347412109
_10949_,A2,664.6771,157.04169,664.6771240234375,207.3228759765625,157.04168701171875,710.1458129882812
_10946_,Y,664.5209,163.03127,664.5208740234375,207.4791259765625,163.03126525878906,704.1562347412109
_10949_,A3,663.56256,156.65627,663.5625610351562,208.43743896484375,156.65626525878906,710.5312347412109
_10947_,Y,652.7126,156.09377,652.7125854492188,219.28741455078125,156.09376525878906,711.0937347412109
_10949_,B1,660.5834,155.46877,660.5833740234375,211.4166259765625,155.46876525878906,711.7187347412109
_10948_,Y,660.84796,169.96877,660.8479614257812,211.15203857421875,169.96876525878906,697.2187347412109
_10950_,C1,666.43756,127.71876,666.4375610351562,205.56243896484375,127.71875762939453,739.4687423706055
_10949_,Y,662.073,156.47919,662.072998046875,209.927001953125,156.47918701171875,710.7083129882812
_11524_,A1,772.56256,100.33334,772.5625610351562,99.43743896484375,100.33334350585938,766.8541564941406
_11314_,A1,815.54175,86.09376,815.541748046875,56.458251953125,86.09375762939453,781.0937423706055
_11198_,A1,822.54175,106.90626,822.541748046875,49.458251953125,106.90625762939453,760.2812423706055
_10955_,A2,819.37506,92.64584,819.3750610351562,52.62493896484375,92.64584350585938,774.5416564941406
_10950_,Y,664.8021,128.34377,664.8021240234375,207.1978759765625,128.34376525878906,738.8437347412109
_10952_,B,741.5521,107.67709,741.5521240234375,130.4478759765625,107.67709350585938,759.5104064941406
_10951_,Y,735.7126,107.53126,735.7125854492188,136.28741455078125,107.53125762939453,759.6562423706055
_11520_,A1,767.7084,106.90626,767.7083740234375,104.2916259765625,106.90625762939453,760.2812423706055
_11312_,B2,806.56256,93.27084,806.5625610351562,65.43743896484375,93.27084350585938,773.9166564941406
_10953_,B,803.56256,93.03126,803.5625610351562,68.43743896484375,93.03125762939453,774.1562423706055
_10952_,Y,743.54175,107.53126,743.541748046875,128.458251953125,107.53125762939453,759.6562423706055
_11198_,A2,821.37506,106.52084,821.3750610351562,50.62493896484375,106.52084350585938,760.6666564941406
_10955_,A3,817.60425,93.03126,817.604248046875,54.395751953125,93.03125762939453,774.1562423706055
_10953_,Y,804.9626,93.65626,804.9625854492188,67.03741455078125,93.65625762939453,773.5312423706055
_10955_,B1,822.0209,93.03126,822.0208740234375,49.9791259765625,93.03125762939453,774.1562423706055
_10954_,Y,823.9584,72.84375,823.9583740234375,48.0416259765625,72.84375,794.34375
_10957_,D,665.6771,100.38542,665.6771240234375,206.3228759765625,100.38542175292969,766.8020782470703
_10956_,Y,669.9626,100.59376,669.9625854492188,202.03741455078125,100.59375762939453,766.5937423706055
_10958_,B,663.5521,86.86459,663.5521240234375,208.4478759765625,86.86459350585938,780.3229064941406
_10957_,Y,664.7126,100.59376,664.7125854492188,207.28741455078125,100.59375762939453,766.5937423706055
_11529_,A1,663.43756,72.635414,663.4375610351562,208.56243896484375,72.63541412353516,794.5520858764648
_11316_,A,662.43756,65.28126,662.4375610351562,209.56243896484375,65.28125762939453,801.9062423706055
_10973_,A2,666.4626,65.87501,666.4625854492188,205.53741455078125,65.87500762939453,801.3124923706055
_10958_,Y,665.54175,86.71876,665.541748046875,206.458251953125,86.71875762939453,780.4687423706055
_10960_,B1,635.56256,79.57292,635.5625610351562,236.43743896484375,79.57292175292969,787.6145782470703
_10959_,Y,629.9584,79.78126,629.9583740234375,242.0416259765625,79.78125762939453,787.4062423706055
_10963_,B1,645.5834,72.21875,645.5833740234375,226.4166259765625,72.21875,794.96875
_10960_,Y,635.8021,79.78126,635.8021240234375,236.1978759765625,79.78125762939453,787.4062423706055
_10962_,B1,650.51465,79.16667,650.5146484375,221.4853515625,79.16667175292969,788.0208282470703
_10961_,Y,650.28546,86.71876,650.2854614257812,221.71453857421875,86.71875762939453,780.4687423706055
_10963_,B2,647.37506,72.635414,647.3750610351562,224.62493896484375,72.63541412353516,794.5520858764648
_10962_,Y,649.84796,79.78126,649.8479614257812,222.15203857421875,79.78125762939453,787.4062423706055
_11525_,B,675.3959,72.583336,675.3958740234375,196.6041259765625,72.58333587646484,794.6041641235352
_11315_,C,672.43756,72.583336,672.4375610351562,199.56243896484375,72.58333587646484,794.6041641235352
_10973_,B1,666.3646,63.400005,666.3646240234375,205.6353759765625,63.40000534057617,803.7874946594238
_10963_,Y,647.2542,73.160416,647.2542114257812,224.74578857421875,73.16041564941406,794.0270843505859
_11034_,D,631.80634,176.77084,631.8063354492188,240.19366455078125,176.77084350585938,690.4166564941406
_11025_,C,631.56256,156.27084,631.5625610351562,240.43743896484375,156.27084350585938,710.9166564941406
_10977_,D,638.6771,155.88544,638.6771240234375,233.3228759765625,155.88543701171875,711.3020629882812
_10966_,D,639.80634,176.77084,639.8063354492188,232.19366455078125,176.77084350585938,690.4166564941406
_10965_,A3,642.1292,169.76044,642.1292114257812,229.87078857421875,169.76043701171875,697.4270629882812
_10964_,Y,643.9626,156.09377,643.9625854492188,228.03741455078125,156.09376525878906,711.0937347412109
_10969_,A2,649.54175,176.8646,649.541748046875,222.458251953125,176.86459350585938,690.3229064941406
_10965_,Y,642.28546,169.96877,642.2854614257812,229.71453857421875,169.96876525878906,697.2187347412109
_10969_,A3,648.41675,176.8646,648.416748046875,223.583251953125,176.86459350585938,690.3229064941406
_10966_,X,645.43134,176.90627,645.4313354492188,226.56866455078125,176.90626525878906,690.2812347412109
_10968_,B,648.3959,169.70834,648.3958740234375,223.6041259765625,169.70834350585938,697.4791564941406
_10967_,Y,651.84796,169.96877,651.8479614257812,220.15203857421875,169.96876525878906,697.2187347412109
_10969_,B1,650.56256,174.36876,650.5625610351562,221.43743896484375,174.36875915527344,692.8187408447266
_10968_,Y,647.9584,169.96877,647.9583740234375,224.0416259765625,169.96876525878906,697.2187347412109
_11525_,A,673.60425,72.583336,673.604248046875,198.395751953125,72.58333587646484,794.6041641235352
_11315_,B,671.2751,72.583336,671.2750854492188,200.72491455078125,72.58333587646484,794.6041641235352
_10973_,C1,667.5209,63.400005,667.5208740234375,204.4791259765625,63.40000534057617,803.7874946594238
_10969_,X,646.55634,177.04169,646.5563354492188,225.44366455078125,177.04168701171875,690.1458129882812
_10972_,A4,658.54175,79.57292,658.541748046875,213.458251953125,79.57292175292969,787.6145782470703
_10971_,D,655.54175,86.09376,655.541748046875,216.458251953125,86.09375762939453,781.0937423706055
_10970_,Y,717.1355,79.78126,717.135498046875,154.864501953125,79.78125762939453,787.4062423706055
_10972_,B1,656.56256,79.15626,656.5625610351562,215.43743896484375,79.15625762939453,788.0312423706055
_10971_,Y,657.09796,86.71876,657.0979614257812,214.90203857421875,86.71875762939453,780.4687423706055
_11529_,C1,666.43756,72.21875,666.4375610351562,205.56243896484375,72.21875,794.96875
_11315_,A,669.4834,72.458336,669.4833984375,202.5166015625,72.45833587646484,794.7291641235352
_10973_,D1,668.43756,65.87501,668.4375610351562,203.56243896484375,65.87500762939453,801.3124923706055
_10972_,Y,657.3438,79.78126,657.3438110351562,214.65618896484375,79.78125762939453,787.4062423706055
_11199_,A1,662.3021,30.208336,662.3021240234375,209.6978759765625,30.208335876464844,836.9791641235352
_10974_,A1,675.3021,37.145832,675.3021240234375,196.6978759765625,37.14583206176758,830.0416679382324
_10973_,X,671.38965,65.927086,671.3896484375,200.6103515625,65.92708587646484,801.2604141235352
_10976_,B,604.56256,169.34377,604.5625610351562,267.43743896484375,169.34376525878906,697.8437347412109
_10975_,Y,559.13544,190.78127,559.1354370117188,312.86456298828125,190.78126525878906,676.4062347412109
_11599_,A1,617.0209,155.83334,617.0208740234375,254.9791259765625,155.83334350585938,711.3541564941406
_11023_,B,601.3959,148.89583,601.3958740234375,270.6041259765625,148.8958282470703,718.2916717529297
_11022_,B,604.3959,162.77084,604.3958740234375,267.6041259765625,162.77084350585938,704.4166564941406
_10998_,A1,616.43756,141.95833,616.4375610351562,255.56243896484375,141.9583282470703,725.2291717529297
_10976_,Y,605.9626,169.96877,605.9625854492188,266.03741455078125,169.96876525878906,697.2187347412109
_10978_,B,616.5521,149.30208,616.5521240234375,255.4478759765625,149.3020782470703,717.8854217529297
_10977_,Y,637.7126,156.09377,637.7125854492188,234.28741455078125,156.09376525878906,711.0937347412109
_11599_,A2,615.54175,155.88544,615.541748046875,256.458251953125,155.88543701171875,711.3020629882812
_10998_,A2,615.1563,142.10834,615.1563110351562,256.84368896484375,142.10833740234375,725.0791625976562
_10978_,Y,618.54175,149.15625,618.541748046875,253.458251953125,149.15625,718.03125
_10988_,B,623.91675,134.65625,623.916748046875,248.083251953125,134.65625,732.53125
_10982_,A3,634.60425,127.71876,634.604248046875,237.395751953125,127.71875762939453,739.4687423706055
_10979_,Y,630.9626,135.28125,630.9625854492188,241.03741455078125,135.28125,731.90625
_10981_,B1,637.51465,120.79167,637.5146484375,234.4853515625,120.79167175292969,746.3958282470703
_10980_,Y,633.4417,114.46876,633.4417114257812,238.55828857421875,114.46875762939453,752.7187423706055
_10982_,B1,639.0209,127.71876,639.0208740234375,232.9791259765625,127.71875762939453,739.4687423706055
_10981_,Y,636.84796,121.40626,636.8479614257812,235.15203857421875,121.40625762939453,745.7812423706055
_10997_,A2,625.10425,141.59375,625.104248046875,246.895751953125,141.59375,725.59375
_10982_,Y,637.5209,128.34377,637.5208740234375,234.4791259765625,128.34376525878906,738.8437347412109
_10986_,A0,620.6146,128.13542,620.6146240234375,251.3853759765625,128.1354217529297,739.0520782470703
_10983_,Y,625.4417,128.34377,625.4417114257812,246.55828857421875,128.34376525878906,738.8437347412109
_10993_,B,621.4584,107.32292,621.4583740234375,250.5416259765625,107.32292175292969,759.8645782470703
_10987_,B,621.56256,120.78126,621.5625610351562,250.43743896484375,120.78125762939453,746.4062423706055
_10986_,A1,622.41675,127.71876,622.416748046875,249.583251953125,127.71875762939453,739.4687423706055
_10984_,Y,618.9584,114.46876,618.9583740234375,253.0416259765625,114.46875762939453,752.7187423706055
_10986_,S,615.70215,128.03543,615.7021484375,256.2978515625,128.03543090820312,739.1520690917969
_10985_,Y,646.9584,128.34377,646.9583740234375,225.0416259765625,128.34376525878906,738.8437347412109
_10990_,A1,622.43756,135.02083,622.4375610351562,249.56243896484375,135.0208282470703,732.1666717529297
_10986_,Y,620.9584,128.45834,620.9583740234375,251.0416259765625,128.45834350585938,738.7291564941406
_10990_,A2,621.1563,135.07292,621.1563110351562,250.84368896484375,135.0729217529297,732.1145782470703
_10987_,Y,622.9626,121.40626,622.9625854492188,249.03741455078125,121.40625762939453,745.7812423706055
_10990_,A3,619.66675,135.07292,619.666748046875,252.333251953125,135.0729217529297,732.1145782470703
_10988_,X,627.4417,135.28125,627.4417114257812,244.55828857421875,135.28125,731.90625
_10990_,A4,618.43756,135.07292,618.4375610351562,253.56243896484375,135.0729217529297,732.1145782470703
_10989_,Y,614.9626,135.28125,614.9625854492188,257.03741455078125,135.28125,731.90625
_10997_,B1,622.56256,142.01042,622.5625610351562,249.43743896484375,142.0104217529297,725.1770782470703
_10990_,Y,619.47296,135.28125,619.4729614257812,252.52703857421875,135.28125,731.90625
_10994_,A1,627.54175,106.90626,627.541748046875,244.458251953125,106.90625762939453,760.2812423706055
_10991_,Y,632.97925,107.53126,632.979248046875,239.020751953125,107.53125762939453,759.6562423706055
_10994_,A2,626.37506,106.52084,626.3750610351562,245.62493896484375,106.52084350585938,760.6666564941406
_10992_,Y,626.9626,100.59376,626.9625854492188,245.03741455078125,100.59375762939453,766.5937423706055
_10994_,A3,624.60425,106.90626,624.604248046875,247.395751953125,106.90625762939453,760.2812423706055
_10993_,Y,622.47925,107.53126,622.479248046875,249.520751953125,107.53125762939453,759.6562423706055
_10997_,C1,621.43756,142.01042,621.4375610351562,250.56243896484375,142.0104217529297,725.1770782470703
_10994_,Y,627.5209,107.53126,627.5208740234375,244.4791259765625,107.53125762939453,759.6562423706055
_11599_,B1,612.5834,155.46877,612.5833740234375,259.4166259765625,155.46876525878906,711.7187347412109
_10996_,B1,618.5834,155.46877,618.5833740234375,253.4166259765625,155.46876525878906,711.7187347412109
_10995_,Y,620.26465,162.77501,620.2646484375,251.7353515625,162.77500915527344,704.4124908447266
_10997_,D1,620.35425,142.01042,620.354248046875,251.645751953125,142.0104217529297,725.1770782470703
_10996_,Y,620.2542,156.41043,620.2542114257812,251.74578857421875,156.41043090820312,710.7770690917969
_10998_,B1,613.62506,142.10834,613.6250610351562,258.37493896484375,142.10833740234375,725.0791625976562
